Name,Distance,Distance_err,RA,Dec,SpectralType,Mass,Notes,OtherNames,Constellation,Source
CD-30 19175,50.40,0.0,0.0,0.0,K4-5 V,,"Gl 862, Hip 110996, HD 213042, LHS 3817",,Piscis Austrinus,https://chview.nova.org/solcom/
BD+15 1065,50.40,0.0,0.0,0.0,K0 Ve,,"Gl 227, Hip 28954, HD 41593",,Orion,https://chview.nova.org/solcom/
BD+01 3052,50.80,0.0,0.0,0.0,K0 V,,"Hip 74702, HD 135599",,Serpens Caput,https://chview.nova.org/solcom/
BD+22 3908,50.80,0.0,0.0,0.0,K1 V,,"Gl 778, Hip 98792, HD 190404, LHS481",,Vulpecula,https://chview.nova.org/solcom/
CD-33 9242,50.90,0.0,0.0,0.0,K1 V,,"GJ 1175, Hip 66765, HD 118972, LTT 5300",,Centaurus,https://chview.nova.org/solcom/
99 Herculis C,51.10,0.0,0.0,0.0,K5 V,,99 Her C,,Hercules,https://chview.nova.org/solcom/
BD-20 5833 A?,51.10,0.0,0.0,0.0,K4 Vp,,"Gl 782, Hip 99385, HD 191391, LHS 3526",,Capricornus,https://chview.nova.org/solcom/
BD+46 1635,51.10,0.0,0.0,0.0,K7 V,,"Gl 397, Hip 51525, LHS 2279",,Ursa Major,https://chview.nova.org/solcom/
CD-51 7244,51.20,0.0,0.0,0.0,K5-M0 V,,"Gl 496.1, Hip 63833, HD 113538, LFT 966",,Centaurus,https://chview.nova.org/solcom/
CD-46 12902 A,51.40,0.0,0.0,0.0,K9 V,,"Gl 750 A, Hip 94739, HD 179930, Sm 34",,Telescopium,https://chview.nova.org/solcom/
BD-01 565 A,51.40,0.0,0.0,0.0,K4 V,,"Triple, Gl 157 A, Hip 18512, HD 24916",,Eridanus,https://chview.nova.org/solcom/
G 54-26,51.40,+/-,0.0,0.0,K-M3.5 V,,"LHS 2260, G 54-26",,Leo,https://chview.nova.org/solcom/
BD+11 383,51.90,0.0,0.0,0.0,K5-8 V,,"Gl 112.2, Hip 12929, HD 17230",,Aries,https://chview.nova.org/solcom/
BD+75 154,52.10,0.0,0.0,0.0,K4 V,,"Gl 156.2, Hip 18774, HD 24451, LHS 1619",,Camelopardalis,https://chview.nova.org/solcom/
CD-68 2378,52.20,0.0,0.0,0.0,K5 V,,"G 13, Hip 436, HD 55, LHS 1015",,Tucana,https://chview.nova.org/solcom/
CD-42 249 A,52.30,0.0,0.0,0.0,K5-M0 V,,"Gl 32 A, Hip 3588, HD 4378",,Phoenix,https://chview.nova.org/solcom/
CD-42 249 B,52.30,0.0,0.0,0.0,K7 V,,Gl 32 B,,Phoenix,https://chview.nova.org/solcom/
BD+25 2874,52.40,0.0,0.0,0.0,K7 V,,"Gl 579, G 167-19, LHS 391",,Bootes,https://chview.nova.org/solcom/
BD+08 4638,52.80,0.0,0.0,0.0,K2-8 V,,"Gl 824, Hip 105038, HD 202575",,Equuleus,https://chview.nova.org/solcom/
CD-68 1095,52.80,0.0,0.0,0.0,K0-1 V,,"Gl 472, Hip 61291, HD 109200, LHS 2577",,Musca,https://chview.nova.org/solcom/
CD-59 177 B,52.80,0.0,0.0,0.0,K-M0.5 V,,"Gl 294 B, CP-59 944, LHS 1960",,Carina,https://chview.nova.org/solcom/
CD-38 1264,52.90,0.0,0.0,0.0,K0-1 V,,"Gl 152, Hip 17439, HD 23484",,Eridanus,https://chview.nova.org/solcom/
BD-17 3336 A,53.10,0.0,0.0,0.0,K7 V,,"Triple; Bad Hip Plx=-1.63, e=19.10; Gl 421 A, Hip 54963, LHS 2379",,Crater,https://chview.nova.org/solcom/
BD+14 251,53.20,-,0.0,0.0,K0 V,,"Bad Hip Plx, Hip 7765, HD 10182",,Pisces,https://chview.nova.org/solcom/
CD-35 6662 A,53.30,0.0,0.0,0.0,K7-M2.5 V,,"GJ 1136, Hip 53241, SAO 201646, U 242",,Antlia,https://chview.nova.org/solcom/
CD-31 10649 A,53.40,0.0,0.0,0.0,K4-M1 V,,"GJ 1177 A, Hip 67308, HD 120036",,Centaurus,https://chview.nova.org/solcom/
CD-31 10649 B,53.40,0.0,0.0,0.0,K5 V?,,GJ 1177 B,,Centaurus,https://chview.nova.org/solcom/
CP-63 231,53.40,0.0,0.0,0.0,K4-5 V,,"Gl 143, Hip 16069, HD 21749",,Reticulum,https://chview.nova.org/solcom/
BD-20 6185,53.40,0.0,0.0,0.0,K5 V,,"Gl 826.1, Hip 105341, HD 203040, LHS 3657",,Capricornus,https://chview.nova.org/solcom/
L 260-93,53.50,0.0,0.0,0.0,K-M V,,Gl 552.1,,Lupus,https://chview.nova.org/solcom/
Alpha Circini B,53.50,0.0,0.0,0.0,K5 V,,"HR 5463 B, Gl 560 B, CP-64 2977 B",,Circinus,https://chview.nova.org/solcom/
BY Draconis A,53.50,0.0,0.0,0.0,K6-7 Ve,,"Gl 719, Hip 91009, HD 234677",,Draco,https://chview.nova.org/solcom/
CD-50 8092,53.60,0.0,0.0,0.0,K1-3 V,,"Gl 531, Hip 67742, HD 120780, LHS 2817",,Centaurus,https://chview.nova.org/solcom/
BD+66 582,53.80,0.0,0.0,0.0,K5-M0 V,,"Gl 322, Hip 43534",,Ursa Major,https://chview.nova.org/solcom/
BD-07 3856,53.90,0.0,0.0,0.0,K5-M0 V,,"Gl 553, Hip 70956, HD 127339, LHS 374",,Libra,https://chview.nova.org/solcom/
BD+10 2710,54.00,0.0,0.0,0.0,K0 V,,"Planet, Hip 71395, HD 128311, G 66-11, LTT 14312",,Bootes,https://chview.nova.org/solcom/
L 320 -124,54.00,+/-,0.0,0.0,K-M3.5 V,,"LHS 281, LFT 707, GJ 1132",,Vela,https://chview.nova.org/solcom/
BD+03 339 A,54.20,0.0,0.0,0.0,K5-M0 V,,"Gl 98 A, Hip 11452, HD 15285, G 73-60, ADS 1865 A",,Cetus,https://chview.nova.org/solcom/
BD+03 339 B,54.20,0.0,0.0,0.0,K7 V,,"Gl 98 B, , ADS 1865 B, Vys 224 B",,Cetus,https://chview.nova.org/solcom/
LP 920-69,54.40,0.0,0.0,0.0,K7-M V,,"BPM 62452, GJ 4013",,Scorpius,https://chview.nova.org/solcom/
BD+58 1929 A,54.50,0.0,0.0,0.0,K1 V,,"Gl 762.1, Hip 95995, HD 184467, LHS 3466",,Draco,https://chview.nova.org/solcom/
L 68-30,54.60,+/-,0.0,0.0,K-M3.5 V,,"LHS 2608, LTT 4846",,Musca,https://chview.nova.org/solcom/
CD-28 10318 A,54.80,0.0,0.0,0.0,K5-M0 V,,"GJ 1181 A, Hip 67960, HD 121271",,Hydra,https://chview.nova.org/solcom/
BD+76 785,54.80,0.0,0.0,0.0,K5-M0 V,,"Gl 786, Hip 99427, HD 193202, LHS 3527",,Cepheus,https://chview.nova.org/solcom/
BD+75 58,54.80,0.0,0.0,0.0,K0 V,,"Planet, Gl 56.5, Hip 6379, HD 7924",,Cassiopeia,https://chview.nova.org/solcom/
BD+58 2605,55.00,0.0,0.0,0.0,K0-2 V,,"Gl 895.4, Hip 116085, HD 221354, G 217-11, LHS 544",,Cassiopeia,https://chview.nova.org/solcom/
BD-03 1061 A,55.00,0.0,0.0,0.0,K3 V,,"Gl 200 A, Hip 24819, HD 34673,LHS 1754 ADS 390",,Orion,https://chview.nova.org/solcom/
CD-42 469,55.00,0.0,0.0,0.0,K5-M0.5 V,,"Gl 57, Hip 6351, LHS 141",,Phoenix,https://chview.nova.org/solcom/
HD 217580 A,55.20,0.0,0.0,0.0,K3-4 V,,"Brown dwarf, Gl 886, Hip 113718, B-04 5804, LTT 9332",,Aquarius,https://chview.nova.org/solcom/
CD-23 11940,55.30,0.0,0.0,0.0,K3-5 V,,"Gl 565, Hip 72688, HD 130992, LHS 383",,Libra,https://chview.nova.org/solcom/
CD-43 2904,55.40,0.0,0.0,0.0,K5 V,,"Triple w/Gl 264.1 AB, Gl 264, Hip 34052, HD 53680",,Puppis,https://chview.nova.org/solcom/
BD-17 3088,55.70,0.0,0.0,0.0,K7 V,,"Gl 383, Hip 49973, LHS 2231",,Hydra,https://chview.nova.org/solcom/
CD-40 898 A,55.70,0.0,0.0,0.0,K0 V,,"Hip 15799, HD 21175, CP-40 310",,Eridanus,https://chview.nova.org/solcom/
Tau1 Hydrae B,55.80,0.0,0.0,0.0,K0 V,,"Gl 348 B, BE-2 2902",,Hydra,https://chview.nova.org/solcom/
BD+21 1764 A,55.80,0.0,0.0,0.0,K5-M V,,"Hip 39826, LHS 5133, G 40-7",,Cancer,https://chview.nova.org/solcom/
L 10-21,56.20,0.0,0.0,0.0,K1-M V,,"Hip 114859 AB?(72.14ly), LHS 3916, LTT 9424, LFT 1773",,Octans,https://chview.nova.org/solcom/
BD+39 154,56.30,0.0,0.0,0.0,K2 Ve,,"Gl 28, Hip 3206, HD 3765, LHS 1125",,Andromeda,https://chview.nova.org/solcom/
CD-65 599,56.40,0.0,0.0,0.0,K1 V,,"Hip 39342, HD 67199, CP-65 858",,Volans,https://chview.nova.org/solcom/
CD-27 13268,56.40,0.0,0.0,0.0,K Vp,,Hip 92444,,Sagittarius,https://chview.nova.org/solcom/
BD+10 3665,56.40,0.0,0.0,0.0,K0-4 V,,"Gl 727, Hip 92283, HD 174080, G 141-37",,Aquila,https://chview.nova.org/solcom/
BD+30 2494,56.40,0.0,0.0,0.0,K4-5 V,,"Hip 69526, HD 124642, G 165-56, LTT14171",,Bootes,https://chview.nova.org/solcom/
BD+68 278 A,56.70,0.0,0.0,0.0,K0-7 V,,"Triple, Gl 153 A, Hip 17749, HD 23189, LTT 11249",,Camelopardalis,https://chview.nova.org/solcom/
Xi Ophiuchi B,56.70,0.0,0.0,0.0,K3 V,,Gl 670 B,,Ophiuchus,https://chview.nova.org/solcom/
BD-00 1866 A,57.00,0.0,0.0,0.0,K4-5 V,,"Gl 293.1 A, Hip 38931, HD 65277, ADS6487",,Monoceros,https://chview.nova.org/solcom/
BD+47 2415 A,57.10,0.0,0.0,0.0,K8 V,,"Triple, Gl 649.1 A, Hip 83020, HD 153557, LTT 15019",,Hercules,https://chview.nova.org/solcom/
"BD+47 2411, 2415 C",57.10,0.0,0.0,0.0,K8 V,,"Triple, Gl 649.1 C, Hip 83006, HD 153525, LTT 15017",,Hercules,https://chview.nova.org/solcom/
BD+24 1357,57.20,0.0,0.0,0.0,K2-6 V,,"Gl 241, Hip 32010, HD 47752",,Gemini,https://chview.nova.org/solcom/
BD+29 1883 A,57.20,0.0,0.0,0.0,K3 V,,"Gl 340 A, Hip 45617, HD 79969, LHS 2125, ADS 7284 A",,Cancer,https://chview.nova.org/solcom/
BD+29 1883 B,57.20,0.0,0.0,0.0,K3 V,,"Gl 340 B, ADS 7284 B",,Cancer,https://chview.nova.org/solcom/
BD-01 4323,57.20,0.0,0.0,0.0,K5-M1 V,,"Gl 864, Hip 111571, HD 214100, LHS 3833",,Aquarius,https://chview.nova.org/solcom/
BD+08 2434,57.20,0.0,0.0,0.0,K0 V,,"Hip 53486, HD 94765, LTT 12921",,Leo,https://chview.nova.org/solcom/
Rho Gemini B,57.20,0.0,0.0,0.0,K0-8 V,,"Triple, Rho Gem B, Gl 273.1, Hip 36357, BD+32 1561",,Gemini,https://chview.nova.org/solcom/
BD+17 2785,57.40,0.0,0.0,0.0,K5 V,,"Gl 562, Hip 72237, LHS 2974",,Bootes,https://chview.nova.org/solcom/
BD-13 3333,57.40,0.0,0.0,0.0,K5-7 V,,"GJ 1144, Hip 55066, LTT 4164",,Crater,https://chview.nova.org/solcom/
CD-26 9476,57.40,0.0,0.0,0.0,K4 V,,"Hip 63618, HD 113194, CP-26 4874",,Hydra,https://chview.nova.org/solcom/
CD-41 1208,57.50,0.0,0.0,0.0,K4-5 V,,"GJ 1066, Hip 18450, HD 25004, CP-41 412",,Eridanus,https://chview.nova.org/solcom/
BD-14 5936 A,57.60,0.0,0.0,0.0,K1 Ve,,"Gl 819 A, Hip 104239, HD 200968",,Aquarius,https://chview.nova.org/solcom/
83 Leonis A,57.60,0.0,0.0,0.0,G6-K0 IV,,"Subgiant, 83 Leo A, HR 4414, Gl 249, Hip 55846, HD 99491",,Leo,https://chview.nova.org/solcom/
83 Leonis B,57.60,0.0,0.0,0.0,K2 V,,"Planets, not subgiant, 83 Leo B, Gl 429 B, Hip 55848, HD 99492, LHS 2408",,Leo,https://chview.nova.org/solcom/
BD+07 3180,57.80,0.0,0.0,0.0,K5-8 V,,"Gl 626, Hip 80644, HD 148467",,Hercules,https://chview.nova.org/solcom/
CD-39 1951,57.90,0.0,0.0,0.0,K2+ V,,"Hip 25283, HD 35650, CP-39 657",,Columba,https://chview.nova.org/solcom/
BD+43 1953,58.00,0.0,0.0,0.0,K5 V,,"Gl 365, Hip 47690, HD 84035, LHS 2180",,Ursa Major,https://chview.nova.org/solcom/
HD 283750 Aa,58.20,0.0,0.0,0.0,K2-5 Vpe,,"Brown dwarf, triple, Gl 171.2 A, Hip 21482, HD 283750, BD+26 730",,Taurus,https://chview.nova.org/solcom/
BD-21 4352,58.40,0.0,0.0,0.0,K5 V,,"Gl 622, Hip 80440, LHS 3191",,Scorpius-Sagittarius,https://chview.nova.org/solcom/
CD-32 2337,58.50,0.0,0.0,0.0,K2-K3 V,,"GJ 1079, Hip 25421, HD 35854",,Columba,https://chview.nova.org/solcom/
CD-46 13498,58.50,0.0,0.0,0.0,K5-M1 V,,"Gl 787, Hip 100223, HD 192961, Sm 51",,Telescopium,https://chview.nova.org/solcom/
BD+05 2463,58.50,0.0,0.0,0.0,K5 V,,"Gl 418, Hip 54810, HD 97503",,Leo,https://chview.nova.org/solcom/
GJ 1147,58.50,+/-,0.0,0.0,K-M3 V,,"LHS 2435, L 396-10, LTT 4309, LFT 833",,Centaurus,https://chview.nova.org/solcom/
CD-28 1839,58.60,0.0,0.0,0.0,K3-4 V,,"GJ 2037, Hip 22907, HD 31560",,Caelum,https://chview.nova.org/solcom/
CD-35 1948,58.70,0.0,0.0,0.0,K2 V,,"Hip 22451, HD 30876, CP-35 549",,Caelum,https://chview.nova.org/solcom/
CD-27 108,58.70,0.0,0.0,0.0,K2-3 V,,"Gl 18, Hip 1936, HD 2025 LHS 1067",,Sculptor,https://chview.nova.org/solcom/
BD-11 5030,58.80,0.0,0.0,0.0,K2 V,,"GJ 1240, Hip 96085, HD 183870",,Aquila,https://chview.nova.org/solcom/
CD-34 4036 B,58.80,0.0,0.0,0.0,K3 V,,"HR 3079 B, Gl 292 B",,Puppis,https://chview.nova.org/solcom/
Delta Geminorum B,58.80,0.0,0.0,0.0,K3-6 V,,Gl 271 B,,Gemini,https://chview.nova.org/solcom/
BD-13 5945,58.90,0.0,0.0,0.0,K4-M0 V,,"Gl 830, Hip 106147, HD 204587, LHS 509",,Aquarius,https://chview.nova.org/solcom/
BD+34 2089,58.90,0.0,0.0,0.0,K0 V,,"Planet, Hip 49699, HD 87883",,Leo Minor,https://chview.nova.org/solcom/
14 Herculis,59.20,0.0,0.0,0.0,K0 V,,"Planets?, 14 Her, Gl 614, Hip 79248, HD 145675",,Hercules,https://chview.nova.org/solcom/
CD-23 13396,59.30,0.0,0.0,0.0,K5 V,,"Hip 85561, HD 158233, CP-23 6597, LTT 6946",,Ophiuchus,https://chview.nova.org/solcom/
CD-25 5342,59.40,0.0,0.0,0.0,K3 V,,"Gl 293.2, Hip 38939, HD 65486",,Puppis,https://chview.nova.org/solcom/
Epsilon Reticuli,59.50,0.0,0.0,0.0,K1-2 IVa-III,,"Giant?, planet, Eps Ret, HR 1355, Gl 167.3, Hip 19921, HD 27442",,Reticulum,https://chview.nova.org/solcom/
CD-33 4354,59.70,0.0,0.0,0.0,K5 V,,"GJ 1106, Hip 38910, CP-33 1880",,Puppis,https://chview.nova.org/solcom/
BD+15 1957 A,59.80,0.0,0.0,0.0,K5-M0 Vp,,"GJ 1120 A, Hip 44295, HD 77175, ADS 7139",,Cancer,https://chview.nova.org/solcom/
BD+15 1957 B,59.80,0.0,0.0,0.0,K5 V,,"GJ 1120 B, LTT 12364",,Cancer,https://chview.nova.org/solcom/
Ross 620,59.80,0.0,0.0,0.0,K4-5 V,,"Hip 40375, HD 68834, BD+13 1870",,Cancer,https://chview.nova.org/solcom/
BD-10 2857,59.80,0.0,0.0,0.0,K0-1 Vp,,"Gl 355, Hip 46816, HD 82558",,Hydra,https://chview.nova.org/solcom/
BD+54 2281,59.80,+/-,0.0,0.0,K0 V,,"HD 190780 , SAO 32254, TYC 3940-1134-1",,Cygnus,https://chview.nova.org/solcom/
CD-26 1207,59.90,0.0,0.0,0.0,K5-7 V,,"Gl 131, Hip 15095, HD 20280",,Fornax,https://chview.nova.org/solcom/
CD-61 1535,60.00,0.0,0.0,0.0,K0 IV-V,,"Subgiant?, Gl 260, Hip 33690, HD 53143",,Carina,https://chview.nova.org/solcom/
BD+05 2143 A,60.10,0.0,0.0,0.0,K0-5 V,,"Gl 339 A, Hip 45383, HD 79555",,Hydra,https://chview.nova.org/solcom/
BD+09 2776,60.20,0.0,0.0,0.0,K0 V,,"GJ 2102, Hip 66147, HD 117936, LHS 2754",,Virgo,https://chview.nova.org/solcom/
BD+34 796,60.20,0.0,0.0,0.0,K1 V,,"Gl 158, Hip 18915, HD 25329, LHS 21",,Perseus,https://chview.nova.org/solcom/
BD+12 1888,60.40,0.0,0.0,0.0,K1 V,,"Gl 315, Hip 42499, HD 73667, LHS 2033",,Cancer,https://chview.nova.org/solcom/
BD+29 2405 A,60.40,0.0,0.0,0.0,K5-M0 V,,"Gl 509 A, Hip 65343, HD 116495, LHS 2728, ADS 8887 A",,Coma Berenices,https://chview.nova.org/solcom/
BD+29 2405 B,60.40,0.0,0.0,0.0,K6 V,,"Gl509 B, ADS 8887 B",,Coma Berenices,https://chview.nova.org/solcom/
BD+52 2045,60.40,0.0,0.0,0.0,K2 V,,"Hip 84616, HD 156985, SAO 30328",,Draco,https://chview.nova.org/solcom/
BD-20 4399,60.40,0.0,0.0,0.0,K3-4 V,,"Gl 610, Hip 78843, HD 144253, LHS 5312",,Scorpius,https://chview.nova.org/solcom/
BD+18 339 A,60.50,0.0,0.0,0.0,K4-5 V,,"Gl 106, Hip 12709, HD 16909, G 4-35",,Aries,https://chview.nova.org/solcom/
BD+04 4510 Aa,60.60,0.0,0.0,0.0,K4-M1 Va,,"Gl 795 A, Hip 101955, HD 196795, LHS 3568, Kpr 99 A",,Delphinus,https://chview.nova.org/solcom/
BD+04 4510 B,60.60,0.0,0.0,0.0,K8 V,,Gl 795 B,,Delphinus,https://chview.nova.org/solcom/
BD-18 3106,60.70,0.0,0.0,0.0,K5 V,,"Hip 54373, NLTT 26359, PPM 223965",,Crater,https://chview.nova.org/solcom/
BD+30 1367a,60.80,0.0,0.0,0.0,K7-M0 V,,"Gl 254, Hip 33428, HD 266611",,Gemini,https://chview.nova.org/solcom/
CD-31 13358,60.90,0.0,0.0,0.0,K4-5 V,,"Hip 82834, HD 152606, CP-31 4515",,Hercules,https://chview.nova.org/solcom/
CD-33 16646,60.90,0.0,0.0,0.0,K1 V,,"Gl 902.1, Hip 116763, HD 222335",,Sculptor,https://chview.nova.org/solcom/
Menkent,60.90,0.0,0.0,0.0,K0 IIIb,,"Giant, The Cen A, HR 5288, Gl 659, Hip 68933, HD 123139",,Centaurus,https://chview.nova.org/solcom/
BD-17 4399,61.00,+/-,0.0,0.0,K5 V,,"Hip 76779, HD 139763",,Libra,https://chview.nova.org/solcom/
BD-06 1902,61.00,0.0,0.0,0.0,K4-5 V,,"GJ 1094, Hip 33955, HD 52919",,Monoceros,https://chview.nova.org/solcom/
BD-01 3500,61.20,0.0,0.0,0.0,K3-5 V,,"Gl 715, Hip 90656, HD 170493",,Serpens Cauda,https://chview.nova.org/solcom/
HJ 4551 A,61.20,0.0,0.0,0.0,K4-5 V,,"GJ 1164 A, Hip 62472, HD 111261, CD-24 10541",,Hydra,https://chview.nova.org/solcom/
HJ 4551 B,61.20,0.0,0.0,0.0,K5 V,,"GJ 1164 B, Hip 62471, LTT 4899",,Hydra,https://chview.nova.org/solcom/
BD+47 1355,61.40,0.0,0.0,0.0,K2-6 V,,"Gl 249, Hip 32919, HD 49601, LHS 1874",,Auriga,https://chview.nova.org/solcom/
CD-54 7858,61.50,0.0,0.0,0.0,K4 Vp,,"Hip 90945, HD 170573, CP-54 8922",,Telescopium,https://chview.nova.org/solcom/
CP-39 1929,61.50,0.0,0.0,0.0,K5-7 V,,"Gl 296, CD-39 3869, LHS 1968",,Puppis,https://chview.nova.org/solcom/
BD-04 3873,61.60,0.0,0.0,0.0,K7 V,,"Gl 583, Hip 75201, G 15-19",,Libra,https://chview.nova.org/solcom/
BD-12 5594 A,61.60,0.0,0.0,0.0,K4 V,,"Gl 773 A, Hip 98204, HD 188807, LHS 3502",,Sagittarius,https://chview.nova.org/solcom/
BD-20 465 A,61.70,0.0,0.0,0.0,K4 V,,"Triple, Gl 100 A, Hip 11565, HD 15468, LHS 1409",,Cetus,https://chview.nova.org/solcom/
Eta Serpentis,61.80,0.0,0.0,0.0,K0 III-IV,,"Giant?, Eta Ser, HR 6869, Gl 711, Hip 89962, HD 168723",,Serpens Cauda,https://chview.nova.org/solcom/
Ross 9,61.90,0.0,0.0,0.0,K5-6 V,,"Hip 6290, LHS 1234, G 219-5",,Cassiopeia,https://chview.nova.org/solcom/
BD+71 850,62.00,0.0,0.0,0.0,K5-8 V,,"Gl 689, Hip 86141, HD 160964",,Draco,https://chview.nova.org/solcom/
CP-58 7893 A,62.10,0.0,0.0,0.0,K5-7 V,,"Gl 836.9 A, Hip 107522, HD 206804, LHS 3707, Sm 88, Fin 283",,Indus,https://chview.nova.org/solcom/
CP-58 7893 B,62.10,0.0,0.0,0.0,K7 V,,Gl 836.9 B,,Indus,https://chview.nova.org/solcom/
BD+60 1623,62.20,0.0,0.0,0.0,K5 V,,"Hip 76315, HD 139477",,Draco,https://chview.nova.org/solcom/
CD-28 1030 A,62.30,0.0,0.0,0.0,K7-M1.0 Ve,,"GJ 1054 A, Hip 14555, LTT 1479",,Fornax,https://chview.nova.org/solcom/
CD-39 10940 A,62.40,0.0,0.0,0.0,K3-5 V,,"Gl 646 A, Hip 83101, HD 153026",,Scorpius,https://chview.nova.org/solcom/
BD+06 2986 A?,62.60,0.0,0.0,0.0,K5 V,,"Gl 576, Hip 73786, LHS 3020",,Virgo,https://chview.nova.org/solcom/
CD-31 17179,62.60,0.0,0.0,0.0,K3-4 V,,"GJ 1246, Hip 98130, HD 188474",,Sagittarius,https://chview.nova.org/solcom/
BD-00 4195,62.70,0.0,0.0,0.0,K2-6 V,,"Gl 825.3, Hip 105152, HD 202751, LHS 5368",,Aquarius,https://chview.nova.org/solcom/
HD 189733,62.80,0.0,0.0,0.0,K1-2 V,,"Planet, V452 Vul, BD+22 3887, Hip 98505",,Vulpecula,https://chview.nova.org/solcom/
CD-61 6802,62.80,0.0,0.0,0.0,K4-7 V,,"GJ 1283, Hip 115123, HD 219764",,Tucana,https://chview.nova.org/solcom/
BD-01 3474,63.00,0.0,0.0,0.0,K5-M1 V,,"Gl 710, Hip 89825, HD 168442",,Serpens Cauda,https://chview.nova.org/solcom/
BD+27 1739,63.00,+/-,0.0,0.0,K5 V,,"Steph 762, GJ 3546",,Cancer,https://chview.nova.org/solcom/
CD-31 7352 A,63.10,0.0,0.0,0.0,K3-4 V-IV,,"Subgiant?, GJ 1126 A, Hip 46626, HD 83242",,Antlia,https://chview.nova.org/solcom/
CD-62 39,63.10,0.0,0.0,0.0,K5-M0 V,,"Gl 45, Hip 4473, HD 5633, LHS 128, L 123-59, Sm 181",,Tucana,https://chview.nova.org/solcom/
BD+45 3371 A,63.20,0.0,0.0,0.0,K2-5 V,,"Gl 816.1 A, Hip 103859, HD 200560",,Cygnus,https://chview.nova.org/solcom/
BD+24 543,63.30,0.0,0.0,0.0,K2 V,,"HD 23232, Wo 9126, HZ 316, TR 109, Melotte 22, not Pleiades Member,",,Taurus,https://chview.nova.org/solcom/
BD-20 6558 A,63.40,0.0,0.0,0.0,K7-M0.5 V,,"GJ 2154 A, Hip 114719, LTT 9423",,Aquarius,https://chview.nova.org/solcom/
BD-11 6064,63.50,0.0,0.0,0.0,K2 V,,"Gl 894.5, Hip 115445, HD 220339, LHS 3939",,Aquarius,https://chview.nova.org/solcom/
BD-10 4011,63.60,0.0,0.0,0.0,K7-M2 V,,"Gl 571.1, Hip 73457, HD 132683, LTT 5983",,Libra,https://chview.nova.org/solcom/
BD+14 2779,63.70,0.0,0.0,0.0,K0 V,,"Hip 72146, HD 130004",,Bootes,https://chview.nova.org/solcom/
BD+18 3182 A,63.70,0.0,0.0,0.0,K2-3 V,,"Gl 627 A, Hip 80725, HD 148653, LHS 3203, ADS 10075 A",,Hercules,https://chview.nova.org/solcom/
BD+18 3182 B,63.70,0.0,0.0,0.0,K3 V,,"Gl 627 B, LHS 3204, ADS10075 B",,Hercules,https://chview.nova.org/solcom/
Wolf 1409,64.20,0.0,0.0,0.0,K5 V,,"Gl 705.2, G 227-24",,Draco,https://chview.nova.org/solcom/
BD-09 54,64.20,+/-,0.0,0.0,K1-2 V,,"Bad Hip Plx, Hip 1692, HD 1690, SAO 128711, TYC 5262-825-1",,Cetus,https://chview.nova.org/solcom/
CD-60 379,64.30,0.0,0.0,0.0,K5 V,,"Gl 81.2, Hip 9044, HD 12058, CP-60 167",,Hydrus,https://chview.nova.org/solcom/
CD-50 1015 A,64.40,0.0,0.0,0.0,K3-5 V,,"Gl 140.1 A, Hip 15774, HD 21209, CP-50 441",,Horologium,https://chview.nova.org/solcom/
"CD-50 1015 B,1014",64.40,0.0,0.0,0.0,K V,,"Gl 140.1 B, HIP 15771, CD-50 1014",,Horologium,https://chview.nova.org/solcom/
BD+43 2135 A,64.40,0.0,0.0,0.0,K5 V,,"Hip 56829, HD 101206, LTT 13186,G 122-38",,Ursa Major,https://chview.nova.org/solcom/
EQ Virginis,64.50,0.0,0.0,0.0,K5-7 V,,"Gl 517, Hip 66252, HD 118100",,Virgo,https://chview.nova.org/solcom/
Nu2 Canis Majoris,64.70,0.0,0.0,0.0,K1 III,,"Giant, Nu2 CMa, HR 2429, Gl 239.1, Hip 31592, HD 47205",,Canis Major,https://chview.nova.org/solcom/
BD-08 3981 Aa,64.80,0.0,0.0,0.0,K2 V,,"Quadruple?, Gl 586 A, Hip 75718, HD 137763, LTT 6180",,Libra,https://chview.nova.org/solcom/
BD-08 3981 B,64.80,0.0,0.0,0.0,K2 V,,"Gl 586 B, Hip 75722, HD 137778, LTT 6181, SHJ 202 B",,Libra,https://chview.nova.org/solcom/
CD-24 10541 A,64.80,0.0,0.0,0.0,K4-5 V,,"GJ 1164 A, Hip 62472, HD 111261, LTT 4898",,Hydra,https://chview.nova.org/solcom/
CD-24 10541 B,64.80,0.0,0.0,0.0,K7 V,,"LTT 4899, GJ 1164 B",,Hydra,https://chview.nova.org/solcom/
CD-25 16291,64.80,0.0,0.0,0.0,K4 V,,"Hip 114242, HD 218422, CP-25 7524",,Aquarius,https://chview.nova.org/solcom/
CD-34 239,64.90,0.0,0.0,0.0,K7 V,,"GJ 1016, Hip 3261, G 267-156, BPM 46556",,Sculptor,https://chview.nova.org/solcom/
BD-01 3925 A,64.90,0.0,0.0,0.0,K0-2 V,,"Planet, Hip 99711, HD 192263, ADS 13547 A",,Aquila,https://chview.nova.org/solcom/
BD+02 934 A,64.90,0.0,0.0,0.0,K3 V,,"Hip 25119, HD 35112",,Orion,https://chview.nova.org/solcom/
BD-22 2345 B,65.00,0.0,0.0,0.0,K0 V,,Gl 314 B,,Pyxis,https://chview.nova.org/solcom/
BD+82 704,65.00,0.0,0.0,0.0,K2 V,,"Hip 112527, HD 216520",,Cepheus,https://chview.nova.org/solcom/
