Name      RA rm rs    Dec dm ds yr    mag  sp      pc     pmRA  pmDec
HIP43534  08 52 00.3   66 07 53 2000  9.26 K5      16.4   0.09  0.10
HIP43557  08 52 16.4   08 03 46 2000  6.57 G0      24.1   0.15 -0.24
HIP43587  08 52 35.8   28 19 50 2000  5.96 G8V     12.5  -0.49 -0.23
HIP43667  08 53 47.3   35 13 19 2000  9.27 M0V:    25.8  -0.20 -0.29
HIP43726  08 54 17.9  -05 26 04 2000  6.01 G3V     17.0  -0.41  0.03
HIP43790  08 55 07.6   01 32 47 2000  9.99 M1      20.0   0.05 -1.04
HIP43797  08 55 11.8  -54 57 56 2000  5.70 F6V     24.1   0.02 -0.09
HIP43852  08 55 55.7   36 11 46 2000  7.69 G5      26.1  -0.02 -0.01
HIP43970  08 57 14.9   15 19 21 2000  5.22 A5III   49.0   0.06  0.02
HIP44001  08 57 35.2   15 34 52 2000  5.68 F0IV    49.2   0.06  0.02
HIP44072  08 58 38.2   20 32 48 2000  9.22 M0      20.6   0.66 -0.17
HIP44075  08 58 43.9  -16 07 57 2000  5.80 F7/F8IV 21.3   0.24  0.21
HIP44127  08 59 12.5   48 02 30 2000  3.12 A7IV    14.6  -0.44 -0.22
HIP44143  08 59 24.2  -59 05 01 2000  5.17 F3V     26.1  -0.17  0.28
HIP44248  09 00 38.4   41 46 58 2000  3.96 F5V     16.4  -0.49 -0.22
HIP44295  09 01 17.5   15 15 56 2000  8.67 M0V:p.. 18.3  -0.13 -0.32
HIP44382  09 02 26.8  -66 23 45 2000  4.00 Am      38.1   0.00 -0.10
HIP44722  09 06 45.3  -08 48 24 2000  9.50 M0      14.5  -0.31  0.21
HIP44897  09 08 51.1   33 52 55 2000  5.95 F9V     19.1  -0.19 -0.12
HIP44899  09 08 52.1  -34 50 33 2000 10.3  K7V     22.3   0.24 -0.25
HIP44901  09 08 52.3   51 36 16 2000  4.46 Am      29.3  -0.14 -0.03
HIP44955  09 09 30.6   32 49 09 2000  9.96 M2      21.1  -0.33 -0.63
HIP44984  09 09 46.4   11 33 51 2000  6.48 F2p     37.6  -0.04 -0.06
HIP45038  09 10 23.5   67 08 02 2000  4.80 F7IV-V  20.4   0.01 -0.09
HIP45075  09 10 55.1   63 30 49 2000  4.67 Am      37.3   0.10 -0.06
HIP45170  09 12 17.6   14 59 45 2000  6.49 G9V     20.4  -0.52  0.25
HIP45336  09 14 21.9   02 18 51 2000  3.89 B9.5V   39.4   0.11 -0.31
HIP45343  09 14 22.8   52 41 11 2000  7.64 M0V      6.18 -1.53 -0.56
HIP120005 09 14 24.7   52 41 10 2000  7.70 K2       6.27 -1.55 -0.66
HIP45383  09 14 53.7   04 26 34 2000  7.91 K0      18.4  -0.11  0.00
HIP45493  09 16 11.3   54 01 18 2000  4.80 A5V     36.2   0.05  0.06
HIP45617  09 17 53.5   28 33 37 2000  7.20 K3V     17.5   0.05 -0.51
HIP45637  09 18 08.9  -57 46 07 2000  9.52 K7V     23.4  -0.09  0.47
HIP45688  09 18 50.6   36 48 09 2000  3.82 A1V     37.3  -0.03 -0.12
HIP45836  09 20 43.8   51 15 57 2000  6.14 F3V     29.0  -0.03  0.15
HIP45839  09 20 44.3  -05 45 14 2000  9.10 K2      24.1  -0.36 -0.12
HIP45908  09 21 37.6  -60 16 55 2000  9.49 M0V     10.4  -0.84  0.18
HIP45963  09 22 25.9   40 12 03 2000  7.69 K2V     24.2  -0.34 -0.36
HIP46199  09 25 10.8   46 05 53 2000  9.09 K0      25.7  -0.23  0.02
HIP46343  09 26 53.1   75 56 03 2000  9.02 K2      20.0  -0.35 -0.10
HIP46417  09 27 56.2   80 34 48 2000  9.27 K8      22.9   0.01 -0.44
HIP46509  09 29 08.9  -02 46 08 2000  4.59 F6V     17.0   0.10  0.00
HIP46549  09 29 35.0  -05 22 21 2000  9.74 M0:     23.5  -0.48  0.03
HIP46580  09 29 54.8   05 39 18 2000  7.20 K3V     12.6  -0.50  0.11
HIP46626  09 30 28.1  -32 06 12 2000  8.31 K3/K4V  19.3  -0.07  0.32
HIP46651  09 30 42.0  -40 28 00 2000  3.60 F2IV    18.5  -0.15  0.05
HIP46706  09 31 19.4  -13 29 19 2000 10.0  M2      10.5   0.72  0.05
HIP46733  09 31 31.7   63 03 42 2000  3.65 F0IV    23.1   0.11  0.03
HIP46769  09 31 56.3   36 19 12 2000 10.1  M0      13.5  -0.21 -0.52
HIP46816  09 32 25.6  -11 11 04 2000  7.82 K0      18.3  -0.25  0.04
HIP46843  09 32 43.8   26 59 18 2000  7.05 K0      17.7  -0.15 -0.25
HIP46853  09 32 51.4   51 40 38 2000  3.17 F6IV    13.4  -0.95 -0.54
HIP47080  09 35 39.5   35 48 36 2000  5.40 G8IV-V  11.1  -0.73 -0.26
HIP47103  09 36 01.6  -21 39 38 2000 10.9  K        8.97  0.14 -0.99
HIP47175  09 36 49.5  -49 21 18 2000  4.34 A5V     32.9  -0.13  0.04
HIP47201  09 37 11.3   22 41 38 2000  9.43 M0V:    21.9  -0.15 -0.18
HIP47300  09 38 21.8   40 14 23 2000  5.28 F0V     38.3  -0.01  0.01
HIP47425  09 39 46.4  -41 04 03 2000 10.7  M:       9.49 -0.53  0.36
HIP47513  09 41 10.4   13 12 34 2000 10.3  M2      11.3  -0.66 -0.14
HIP47592  09 42 14.4  -23 54 56 2000  4.93 G0V     14.8  -0.40  0.26
HIP47690  09 43 25.7   42 41 29 2000  8.13 K5V     17.7   0.03 -0.83
HIP47701  09 43 33.3   29 58 28 2000  5.64 A2IV    48.8  -0.02 -0.10
HIP47741  09 43 55.6   26 58 08 2000 12.0  M:      14.1  -0.58 -0.10
HIP47780  09 44 29.8  -45 46 35 2000 10.2  M1:      9.81 -0.47 -0.59
HIP48331  09 51 07.1  -43 30 10 2000  7.67 K5V     11.1   0.46 -0.47
HIP48336  09 51 09.6  -12 19 47 2000 10.0  M0      13.6   1.14 -1.46
HIP48390  09 51 53.0   24 23 43 2000  5.29 A5IV    40.1   0.02 -0.17
HIP48411  09 52 11.4   03 13 18 2000  8.86 K5      20.9  -0.43  0.02
HIP48477  09 53 11.8  -03 41 24 2000 10.5  M0      15.6  -0.10 -0.46
HIP48659  09 55 23.9  -27 15 40 2000 12.0  ---     11.4  -0.10 -0.15
HIP48714  09 56 08.7   62 47 18 2000  8.99 M2      10.4  -0.30 -0.58
HIP48833  09 57 41.0   41 03 20 2000  5.11 F6Vs    28.8  -0.12 -0.03
HIP48904  09 58 34.3  -46 25 30 2000 11.2  M5      15.9   0.48 -0.48
HIP48926  09 58 52.3  -35 53 27 2000  5.23 A8IV    32.6  -0.09 -0.02
HIP49081  10 01 00.7   31 55 25 2000  5.37 G1V     14.8  -0.53 -0.43
HIP49127  10 01 37.3  -15 25 29 2000  8.65 K3V     26.1  -0.25  0.03
HIP49197  10 02 28.3   44 34 42 2000  9.09 K0      27.7  -0.28 -0.09
HIP49366  10 04 37.7  -11 43 46 2000  8.15 K0      23.1  -0.19 -0.03
HIP49544  10 06 56.9   02 57 51 2000  9.95 M0      22.3  -0.06 -0.10
HIP49593  10 07 25.8   35 14 40 2000  4.49 A7V     27.9   0.05  0.00
HIP49669  10 08 22.3   11 58 01 2000  1.36 B7V     23.7  -0.25  0.00
HIP49699  10 08 43.1   34 14 32 2000  7.56 K0      18.0  -0.06 -0.06
HIP49809  10 10 05.9  -12 48 57 2000  5.30 F2/F3IV 27.3  -0.12 -0.11
HIP49841  10 10 35.3  -12 21 14 2000  3.61 K0III   35.1  -0.20 -0.10
HIP49868  10 10 58.5   75 08 28 2000  9.48 M0      21.2   0.22  0.26
GJ380     10 11 22.1   49 27 14 2000  6.59 K7.0V    4.86 -1.36 -0.50
HIP49969  10 12 04.7  -02 41 05 2000 10.6  M0      12.3   0.52 -0.60
HIP49973  10 12 08.2  -18 37 04 2000  9.93 K7V     17.0  -0.50 -0.03
HIP49986  10 12 17.7  -03 44 44 2000  9.26 M3       7.81 -0.15 -0.24
HIP50070  10 13 22.8  -51 13 58 2000  5.27 A7V     49.8  -0.04 -0.01
HIP50075  10 13 24.7  -33 01 54 2000  6.38 G0V     22.7  -0.37  0.06
HIP50125  10 13 57.4   52 30 24 2000  9.53 K5      22.8   0.09 -0.76
HIP50191  10 14 44.2  -42 07 18 2000  3.85 A2V     31.5  -0.15  0.05
HIP50341  10 16 46.0  -11 57 42 2000 10.9  M0      13.7  -0.42 -0.60
HIP50372  10 17 05.8   42 54 51 2000  3.45 A2IV    41.2  -0.17 -0.04
HIP50384  10 17 14.5   23 06 22 2000  5.81 F8Vw    22.7  -0.41 -0.10
HIP50485  10 18 32.8   43 02 54 2000  6.48 G5      35.6  -0.12 -0.08
HIP50505  10 18 52.0   44 02 53 2000  6.66 G5      20.6   0.06 -0.30
GJ388     10 19 36.4   19 52 09 2000  9.29 M2.5V    4.88 -0.50 -0.05
HIP50564  10 19 44.2   19 28 15 2000  4.78 F6IV    21.1  -0.23 -0.21
HIP50583  10 19 58.4   19 50 29 2000  2.01 K0III   38.5   0.31 -0.15
HIP50782  10 22 09.5   11 18 36 2000  7.78 G5      26.8   0.02 -0.32
HIP50888  10 23 29.3  -38 00 35 2000  5.34 A8V     40.4  -0.16 -0.05
HIP50921  10 23 55.3  -29 38 43 2000  6.92 G5V     22.0  -0.04  0.10
HIP50944  10 24 14.9   10 24 21 2000  9.98 K4.5    27.2   0.28 -0.25
HIP50954  10 24 23.7  -74 01 53 2000  3.99 F2IV    16.2  -0.02 -0.03
HIP51007  10 25 10.8   10 13 43 2000 10.1  M0      12.4  -0.69  0.12
HIP51138  10 26 47.6  -62 54 09 2000  9.50 K5      27.0  -0.29 -0.35
HIP51248  10 28 03.9   48 47 05 2000  6.42 G1V     23.5   0.08 -0.88
HIP51254  10 28 10.4   06 44 06 2000  8.53 K0      25.1   0.03  0.33
HIP51271  10 28 23.5  -51 42 18 2000  8.90 K4V     24.2   0.03 -0.03
HIP51317  10 28 55.5   00 50 27 2000  9.65 M2       7.23 -0.60 -0.73
HIP51384  10 29 41.5   84 15 07 2000  5.52 F0IV    40.7  -0.13 -0.04
HIP51459  10 30 37.6   55 58 49 2000  4.82 F8V     12.8  -0.18 -0.03
HIP51468  10 30 47.0   59 45 03 2000  8.74 K5      22.3  -0.44 -0.29
HIP51502  10 31 04.7   82 33 30 2000  5.25 F2V     21.4  -0.08  0.02
HIP51525  10 31 24.2   45 31 33 2000  8.85 K7V     15.6  -0.57 -0.59
HIP51547  10 31 43.2   57 06 57 2000  9.63 M0      17.4  -0.07  0.17
HIP51658  10 33 13.9   40 25 31 2000  4.72 A7IV    34.3  -0.14  0.01
HIP51814  10 35 09.7   57 04 57 2000  5.16 F1V     26.4   0.07  0.04
HIP51819  10 35 11.3   84 23 57 2000  7.29 K0      21.0   0.02  0.05
HIP51933  10 36 32.4  -12 13 48 2000  5.71 F7V     24.5   0.27 -0.67
HIP51986  10 37 18.1  -48 13 32 2000  3.84 A3m+... 26.5  -0.13  0.00
HIP52190  10 39 44.4  -37 55 13 2000 11.0  ---     14.6   0.19 -0.13
HIP52296  10 41 09.3  -36 53 43 2000  9.97 M0V     16.3   0.17 -0.19
HIP52316  10 41 24.2  -01 44 29 2000  6.25 K1IV    34.3  -0.14 -0.12
HIP52341  10 41 51.8  -36 38 00 2000 10.1  K7V     16.3  -0.09  0.07
HIP52369  10 42 13.3  -13 47 15 2000  6.79 G2/G3V  23.4   0.24 -0.17
HIP52422  10 43 01.9   26 19 32 2000  5.51 A4Vn    45.4  -0.10 -0.05
HIP52462  10 43 28.3  -29 03 51 2000  7.72 K1V     21.5  -0.22 -0.05
HIP52469  10 43 32.9   46 12 13 2000  5.18 F5III   35.6  -0.27 -0.07
HIP52470  10 43 33.8   48 12 50 2000  8.02 G5      25.2  -0.33  0.18
LHS288    10 44 21.2  -61 12 35 2000 13.9  M5.5V    4.76 -0.35  1.61
HIP52596  10 45 16.7  -30 48 26 2000 11.2  ---     13.8  -0.03 -0.23
HIP52600  10 45 21.5   38 30 42 2000  9.16 M2      14.1  -0.03  0.15
HIP52708  10 46 36.9  -24 35 07 2000  9.37 K5V     20.1  -0.14 -0.11
HIP52727  10 46 46.2  -49 25 12 2000  2.69 G5III:S 35.4   0.06 -0.05
LHS292    10 48 12.6  -11 20 13 2000 15.7  M6.5V    4.53  0.60 -1.53
DEN1048   10 48 14.7  -39 56 06 2000 17.3  M8.5V    4.02 -1.16 -1.00
HIP53020  10 50 52.1   06 48 29 2000 11.6  M4:      5.63 -0.80 -0.81
HIP53229  10 53 18.7   34 12 53 2000  3.79 K0III-I 29.9   0.09 -0.29
HIP53252  10 53 29.5  -20 08 19 2000  5.23 F6V     31.3   0.08 -0.24
HIP53253  10 53 29.7  -58 51 11 2000  3.78 K0III-I 29.6   0.08  0.04
GJ406     10 56 29.2    7 00 53 2000 13.5  M5.5V    2.38 -3.83 -2.72
HIP53486  10 56 30.8   07 23 18 2000  7.37 K0      17.5  -0.26 -0.08
HIP53580  10 57 38.1   69 35 47 2000 10.2  M0      23.0  -0.63  0.06
HIP53721  10 59 28.0   40 25 48 2000  5.03 G0V     14.0  -0.32  0.06
HIP53767  11 00 04.3   22 49 58 2000 10.0  M3       6.62 -0.43 -0.28
HIP53824  11 00 44.8   06 06 05 2000  4.98 A5III   46.2  -0.05 -0.02
HIP53910  11 01 50.5   56 22 56 2000  2.34 A1V     24.3   0.08  0.03
HIP53954  11 02 19.8   20 10 47 2000  4.42 A1m     37.9  -0.01  0.04
HIP53985  11 02 38.3   21 58 01 2000  9.57 K       11.6   0.14 -0.05
GJ411     11 03 20.2   35 58 12 2000  7.47 M2.0V    2.54 -0.58 -4.77
HIP54061  11 03 43.7   61 45 03 2000  1.81 F7V:com 37.9  -0.14 -0.04
HIP54155  11 04 41.5  -04 13 15 2000  7.64 G5      24.6  -0.18 -0.10
HIP54182  11 05 01.0   07 20 09 2000  4.62 F2III-I 28.9  -0.34 -0.05
GJ412A    11 05 28.6   43 31 35 2000  8.77 M1.0V    4.86 -4.41  0.95
GJ412B    11 05 30.4   43 31 18 2000 14.4  M5.5V    4.86 -4.43  0.93
HIP54288  11 06 22.9  -35 44 54 2000  9.62 K5      25.5   0.11 -0.03
HIP54418  11 08 06.3  -28 16 05 2000  9.32 K7V     26.8  -0.50 -0.04
HIP54426  11 08 14.0   38 25 35 2000  8.35 K0      22.7  -0.21  0.04
HIP54459  11 08 31.8   15 46 03 2000  9.75 K0      25.9   0.16 -0.38
HIP54532  11 09 31.3  -24 35 55 2000 10.4  M:      10.6  -0.80 -0.45
HIP54646  11 11 05.2   30 26 45 2000  8.31 K8V     11.9   0.59 -0.20
HIP54651  11 11 10.7   10 57 03 2000  9.23 K5V     20.8  -0.94  0.59
HIP54677  11 11 33.1  -14 59 29 2000  9.06 K4V     22.7   0.70 -0.60
HIP54704  11 12 01.2  -26 08 11 2000  7.05 G8/K0V  21.6   0.27 -0.06
HIP54745  11 12 32.4   35 48 50 2000  6.41 G0V     21.7  -0.25 -0.15
HIP54746  11 12 33.1  -49 06 03 2000  5.37 A2III   49.9  -0.10  0.03
HIP54810  11 13 13.2   04 28 56 2000  8.70 K5V     17.9  -0.32 -0.03
HIP54872  11 14 06.5   20 31 25 2000  2.56 A4V     17.6   0.14 -0.13
HIP54906  11 14 33.2   25 42 37 2000  7.76 K1V     21.2  -0.11  0.05
HIP54922  11 14 48.2  -23 06 17 2000  9.02 K4V     22.6  -0.30 -0.37
HIP54952  11 15 11.9   73 28 30 2000  7.68 K5      14.6  -0.40  0.11
HIP54966  11 15 20.9  -18 08 42 2000  9.97 K7V     20.6   0.32 -0.71
HIP55052  11 16 06.8  -30 10 41 2000 10.3  ---     25.2  -0.31  0.09
HIP55119  11 17 07.5  -27 48 48 2000  9.78 M0V     17.5   0.21 -0.08
HIP55210  11 18 22.0  -05 04 02 2000  7.29 G8V     21.9   0.79 -0.15
HIP55360  11 20 04.8   65 50 47 2000  9.31 M1Vvar   9.09 -2.95  0.18
HIP55454  11 21 26.7  -20 27 13 2000  8.57 K4/K5V  13.1   0.18 -0.12
HIP55691  11 24 40.3  -61 38 51 2000  7.22 K7V+... 12.8  -0.51  0.08
HIP55705  11 24 52.9  -17 41 02 2000  4.06 A9V     25.7  -0.10  0.00
HIP55718  11 24 59.8   40 00 12 2000 10.2  M0      22.7  -0.11 -0.02
HIP55779  11 25 43.1  -63 58 20 2000  5.18 F7V     27.4  -0.31 -0.07
HIP55846  11 26 45.3    3 00 47 2000  6.49 K0IV    17.6  -0.73  0.18
HIP55848  11 26 46.3    3 00 22 2000  7.58 K2V     17.9  -0.73  0.19
HIP56035  11 29 04.6   61 46 42 2000  5.83 F5Vawva 32.8  -0.11  0.24
HIP56153  11 30 35.0  -57 08 01 2000  8.34 K4V     22.2  -0.55  0.04
HIP56157  11 30 41.8  -08 05 42 2000 11.9  ---     13.9  -0.35  0.26
HIP56199  11 31 13.1   63 09 27 2000  9.98 M0      23.3   0.07  0.03
HIP56238  11 31 43.4   22 40 01 2000 10.3  ---     16.1  -0.58  0.03
HIP56242  11 31 44.9   14 21 52 2000  6.27 G0V     23.0  -0.33 -0.19
HIP56244  11 31 46.5  -41 02 47 2000 11.5  M       10.4  -0.72  0.17
HIP56343  11 33 00.1  -31 51 27 2000  3.54 G8III   39.6  -0.21 -0.04
HIP56445  11 34 22.0   03 03 36 2000  5.76 F5V     26.5  -0.18 -0.10
HIP56452  11 34 29.5  -32 49 52 2000  5.96 K0V      9.53 -0.67  0.82
HIP56528  11 35 27.0  -32 32 23 2000  9.81 M2V      9.03 -0.07 -0.85
HIP56630  11 36 40.9   39 11 26 2000 10.0  M0      24.3   0.44 -0.41
HIP56802  11 38 40.0  -13 12 06 2000  5.48 F7V     26.9   0.10  0.13
HIP56809  11 38 44.9   45 06 30 2000  6.29 G0V     23.2  -0.59  0.01
HIP56829  11 38 59.7   42 19 43 2000  8.22 K5V     19.7  -0.13  0.44
HIP56998  11 41 02.5  -44 24 18 2000  7.77 K5V     12.5  -0.66  0.24
HIP56997  11 41 03.0   34 12 05 2000  5.31 G8Vvar   9.54 -0.01 -0.38
HIP57274  11 44 41.0   30 57 33 2000  8.97 K8      25.8  -0.03 -0.38
HIP57328  11 45 17.0   08 15 29 2000  4.84 A4V     36.6   0.06 -0.02
HIP57363  11 45 36.4  -66 43 43 2000  3.63 A7III   39.3  -0.10  0.03
HIP57443  11 46 31.1  -40 30 01 2000  4.89 G3/G5V   9.23 -1.53  0.40
HIP57493  11 47 03.5   50 58 18 2000  9.51 M0V:p   24.6   0.06 -0.11
HIP57494  11 47 03.8  -11 49 26 2000  9.03 K2      24.6  -0.21 -0.06
HIP57507  11 47 15.8  -30 17 11 2000  6.48 G5V     17.7  -0.27 -0.23
GJ447     11 47 44.4   00 48 15 2000 11.1  M4.0V    3.35  0.61 -1.22
HIP57632  11 49 03.6   14 34 19 2000  2.14 A3Vvar  11.0  -0.50 -0.11
HIP57757  11 50 41.7   01 45 53 2000  3.59 F8V     10.9   0.74 -0.27
HIP57802  11 51 07.3   35 16 19 2000  9.76 M1V      8.55 -0.27  0.25
HIP57866  11 52 08.3   18 45 18 2000  8.40 K2      25.3   0.03 -0.30
HIP58001  11 53 49.8   53 41 41 2000  2.41 A0V:SB  25.6   0.11  0.01
HIP58293  11 57 16.3  -26 08 29 2000  8.93 K3/K4V  26.7  -0.35  0.15
HIP58345  11 57 56.2  -27 42 25 2000  6.99 K4V     10.1  -1.08 -0.62
HIP58374  11 58 11.7  -23 55 25 2000  8.70 K3V     26.0  -0.17 -0.05
HIP58451  11 59 10.0  -20 21 13 2000  7.92 K2V     20.8   0.14 -0.42
HIP58576  12 00 44.5   10 26 45 2000  5.54 K0IV    12.9   0.14 -0.48
HIP58684  12 02 06.8   43 02 44 2000  5.22 A7m     33.9  -0.35  0.06
HIP58803  12 03 39.6  -42 26 02 2000  5.15 F6V     24.2   0.32 -0.11
HIP59000  12 05 50.7  -18 52 30 2000  9.99 K5V     22.5  -0.02 -0.32
HIP59072  12 06 52.9  -64 36 49 2000  4.14 F2III   19.6   0.03 -0.04
HIP59199  12 08 24.8  -24 43 43 2000  4.02 F0IV/V  14.7   0.10 -0.04
HIP59280  12 09 37.3   40 15 07 2000  7.46 K0V     24.3  -0.31 -0.05
HIP59296  12 09 55.0  -46 12 30 2000  8.46 K5V     20.1  -0.38 -0.08
HIP59378  12 10 56.9   41 03 28 2000 10.6  M2V     21.2   0.01  0.23
HIP59406  12 11 11.8  -19 57 38 2000 11.6  ---     12.7  -0.21 -0.18
HIP59496  12 12 05.2   58 55 35 2000 10.0  K5      28.3   0.10  0.02
HIP59504  12 12 11.9   77 36 58 2000  5.14 A5m     33.6   0.01  0.02
HIP59514  12 12 20.9   54 29 08 2000  9.71 M2      15.3   0.23  0.09
HIP59608  12 13 25.9   10 15 44 2000  5.85 A2m     49.5  -0.09 -0.01
HIP59750  12 15 10.6   10 18 44 2000  6.11 F5V     22.5   0.03 -1.01
HIP59774  12 15 25.6   57 01 57 2000  3.32 A3Vvar  24.9   0.10  0.01
HIP59780  12 15 27.1  -31 05 38 2000  9.74 K5V     20.1   0.15 -0.06
HIP59816  12 15 58.3   05 38 24 2000  9.45 K8      25.8  -0.34 -0.07
HIP60303  12 21 54.1   42 08 01 2000  9.36 M0V     15.9   0.18 -0.52
HIP60310  12 21 59.8  -41 03 33 2000  8.54 K4V     24.1   0.01 -0.11
HIP60559  12 24 52.5  -18 14 32 2000 11.2  M4       8.88  1.10 -2.31
HIP60759  12 27 13.7   27 01 28 2000  8.24 K2V     27.5   0.09 -0.25
HIP60866  12 28 31.6  -18 17 50 2000  9.24 K4V     24.9   0.17 -0.18
HIP60910  12 28 57.6   08 25 31 2000 11.9  M:      13.5  -0.63 -0.26
HIP60965  12 29 51.9  -16 30 55 2000  2.94 B9.5V   26.9  -0.21 -0.14
HIP60994  12 30 04.8  -13 23 35 2000  6.37 G1/G2V  24.9  -0.26 -0.05
HIP61053  12 30 50.1   53 04 35 2000  6.20 F9V     21.9   0.02  0.18
HIP61084  12 31 10.0  -57 06 47 2000  1.59 M4III   26.9   0.03 -0.26
HIP61094  12 31 15.8   08 48 38 2000  9.74 M0:     13.4  -0.64 -0.52
HIP61099  12 31 18.3   20 13 04 2000  7.91 K0      25.2  -0.02 -0.17
HIP61100  12 31 18.9   55 07 07 2000  8.08 K2V     23.7   0.10 -0.01
HIP61174  12 32 04.2  -16 11 45 2000  4.30 F2V     18.2  -0.42 -0.06
HIP61212  12 32 36.0  -13 51 32 2000  5.74 F3IV/V  36.9  -0.15 -0.05
GJ473AB   12 33 17.4   09 01 15 2000 13.2  M5.0V    4.38 -1.80  0.23
HIP61291  12 33 31.4  -68 45 20 2000  7.13 K0V     16.1  -0.55 -0.31
HIP61317  12 33 44.5   41 21 26 2000  4.24 G0V      8.37 -0.71  0.29
HIP61329  12 33 59.7  -14 38 19 2000  9.10 K3/K4V  25.5  -0.50 -0.03
HIP61451  12 35 33.5  -34 52 54 2000  7.84 K4V     21.6  -0.23 -0.13
HIP61468  12 35 45.5  -41 01 18 2000  5.12 A7III   34.5  -0.11  0.00
HIP61481  12 35 51.3   51 13 17 2000  8.52 K0      26.2   0.11 -0.01
HIP61622  12 37 42.2  -48 32 28 2000  3.85 A2V     40.3  -0.19 -0.01
HIP61621  12 37 42.3  -27 08 20 2000  5.41 F0V     34.5   0.08 -0.09
HIP61792  12 39 51.1  -77 50 35 2000  9.05 K5V     26.8  -0.85  0.36
HIP61874  12 40 46.3  -43 33 58 2000 12.2  M4       7.66 -0.78  0.69
HIP61901  12 41 06.5   15 22 36 2000  7.91 K2      14.2   0.12 -0.37
HIP61941  12 41 39.6  -01 26 57 2000  2.74 F0V+... 11.8  -0.62  0.06
HIP61946  12 41 44.5   55 43 28 2000  8.27 K3V     23.2   0.12  0.00
HIP62145  12 44 14.5   51 45 33 2000  7.01 K3V     15.0  -0.38 -0.18
HIP62207  12 44 59.4   39 16 44 2000  5.95 G0V     17.3  -0.36  0.14
HIP62229  12 45 14.4  -57 21 28 2000  7.82 K3V     20.1  -0.20 -0.13
HIP62268  12 45 38.1  -60 58 52 2000  4.69 K1III   38.2   0.11 -0.06
HIP62471  12 48 10.0  -24 48 16 2000  9.90 K0      18.7  -0.31  0.17
HIP62472  12 48 10.7  -24 48 23 2000  8.90 K4/K5V  19.8  -0.31  0.17
HIP62505  12 48 32.3  -15 43 10 2000  7.93 K2V     21.1   0.08  0.04
HIP62512  12 48 39.5   60 19 11 2000  5.83 F5V     24.1   0.11 -0.03
HIP62523  12 48 47.0   24 50 24 2000  6.29 G7V     17.1  -0.33 -0.11
HIP62687  12 50 43.6  -00 46 05 2000  8.49 M0.5V   10.7  -0.03 -0.40
HIP62956  12 54 01.7   55 57 35 2000  1.76 A0p     24.8   0.11 -0.01
HIP63076  12 55 28.6   65 26 18 2000  5.23 A5n     28.8   0.00 -0.03
HIP63121  12 56 00.4   38 18 53 2000  5.61 F0V     25.0  -0.20  0.09
HIP63257  12 57 44.0  -14 27 48 2000  9.11 K4V     23.1  -0.35  0.03
HIP63366  12 59 01.6  -09 50 02 2000  7.54 K0V     21.0  -0.83  0.20
HIP63406  12 59 32.8   41 59 12 2000  8.60 G9V     24.1  -0.24  0.18
HIP63467  13 00 17.0  -02 42 17 2000  9.78 K7V     25.8  -0.80  0.01
HIP63490  13 00 32.7  -33 30 18 2000  6.01 F3V     40.0  -0.07 -0.07
HIP63503  13 00 43.7   56 21 58 2000  4.93 F2V     24.9   0.11  0.00
HIP63510  13 00 46.6   12 22 32 2000  9.76 M2      11.4  -0.62 -0.02
HIP63550  13 01 19.6  -63 11 42 2000 10.9  ---     16.8  -0.39 -0.41
HIP63608  13 02 10.6   10 57 32 2000  2.85 G8IIIva 31.3  -0.28  0.02
HIP63613  13 02 16.3  -71 32 55 2000  3.61 K2III   27.8   0.26 -0.02
HIP63618  13 02 20.7  -26 47 13 2000  8.35 K4V     17.5  -0.15 -0.20
HIP63742  13 03 49.7  -05 09 42 2000  7.69 G5V     22.1  -0.19 -0.22
HIP63762  13 04 07.1   87 06 55 2000  8.77 K0      24.3  -0.10  0.18
HIP63833  13 04 57.5  -52 26 34 2000  9.05 K8V     15.7  -0.79 -0.80
HIP63894  13 05 41.4   49 28 18 2000  9.26 K0      21.8   0.06  0.14
HIP63942  13 06 15.4   20 43 45 2000  9.44 M0      18.5  -0.05  0.10
HIP64048  13 07 35.1   34 24 06 2000  9.28 K3III   23.8  -0.13  0.00
HIP64241  13 09 59.3   17 31 45 2000  4.32 F5V     14.3  -0.45  0.13
HIP64394  13 11 52.4   27 52 41 2000  4.23 G0V      9.15 -0.80  0.88
HIP64457  13 12 43.8  -02 15 54 2000  7.56 K0      20.4  -0.14  0.01
HIP64475  13 12 54.3  -30 42 42 2000  8.03 K1IV/V  26.7  -0.21  0.15
HIP64550  13 13 52.2  -45 11 08 2000  6.93 G2V     24.4  -0.11 -0.11
HIP64577  13 14 10.9  -19 55 51 2000  5.31 G8III/I 38.6  -0.12  0.16
HIP64583  13 14 15.1  -59 06 11 2000  4.90 F7IV    18.0  -0.25 -0.15
HIP64690  13 15 26.4  -87 33 38 2000  7.11 G5IV-V  24.6  -0.22 -0.16
HIP64725  13 15 58.8  -19 56 35 2000  5.21 K1III   38.9   0.30 -0.12
HIP64792  13 16 46.5   09 25 26 2000  5.19 G0Vs    17.9  -0.33  0.19
HIP64797  13 16 51.1   17 01 01 2000  6.49 K2V     11.2   0.63 -0.26
HIP64924  13 18 24.3  -18 18 40 2000  4.74 G5V      8.52 -1.07 -1.06
HIP65011  13 19 33.6   35 06 36 2000  9.48 M0      13.1   0.39 -0.78
